x,y
-0.6199999999999992,6.98
-0.6399176443114083,6.980246846365741
-0.6953307668244566,6.980862569241911
-0.7797296519073651,6.981659944296933
-0.8866045839283583,6.98245174719923
-1.0094458472556607,6.983050753617224
-1.1417437262574985,6.983269739219336
-1.2769885053020902,6.982921479673992
-1.4086704687576646,6.9818187506496105
-1.5302808773332135,6.979774416656337
-1.637079972806541,6.976762309898373
-1.7297520698112097,6.973249823825659
-1.8100175836150942,6.9697986314329246
-1.879596929486067,6.966970405714905
-1.9402105226920003,6.9653268196663305
-1.9935787785007664,6.965429546281934
-2.04142211218024,6.967840258556448
-2.085460938998292,6.973120629484608
-2.1274152981266257,6.9818310517218585
-2.168898606977449,6.994168946857782
-2.2112715974865456,7.009471522608747
-2.2558583938930106,7.0269513635865035
-2.3039831204359267,7.045821054402804
-2.3569699013543897,7.0652931796694
-2.4161428608874873,7.084580323998042
-2.482826123274311,7.102895072000479
-2.5583438127539484,7.119450008288464
-2.6440082765905792,7.133461738267565
-2.7399300488019938,7.14455718011946
-2.843996906821544,7.153122126524449
-2.953856130041709,7.159624478942289
-3.0671549978549715,7.1645321388327385
-3.1815407896538144,7.168313007655554
-3.294660784830718,7.1714349868704925
-3.404162262778164,7.17436597793731
-3.5076925028886334,7.177573882315768
-3.6029233167359074,7.181518036760117
-3.6887745170209403,7.186222074326416
-3.765981494118445,7.191075771346062
-3.8354227100844795,7.195418954787973
-3.89797662697511,7.198591451621075
-3.9545217068463963,7.199933088814285
-4.005936411754399,7.198783693336528
-4.053099203755184,7.194483092156721
-4.096888544904811,7.186371112243785
-4.1381778032854575,7.17381072694017
-4.177687465494035,7.1568595837352795
-4.215962185885481,7.136374289603294
-4.253536906521874,7.113255582949673
-4.290946569465286,7.088404202179866
-4.328726116777796,7.062720885699331
-4.367410490521477,7.03710637191352
-4.407534632758406,7.01246139922789
-4.449633485550658,6.9896867060478876
-4.494216134516038,6.969638869406783
-4.541285974511765,6.952310774576478
-4.590385711339256,6.936908475482436
-4.641041219212358,6.9226092786324305
-4.692778372344909,6.90859049053422
-4.745123044950756,6.894029417695581
-4.797601111243741,6.878103366624281
-4.8497384454377075,6.859989643828083
-4.9010609217465,6.83886555581476
-4.951100095421961,6.813935615494158
-4.999464647487831,6.78477368989075
-5.045818842243648,6.751219833466951
-5.089828171093155,6.713119977268027
-5.131158125440102,6.670320052339246
-5.169474196688231,6.622665989725869
-5.2044418762412885,6.570003720473158
-5.235726655503021,6.512179175626384
-5.262994025877174,6.449038286230811
-5.285962601733255,6.380523742215683
-5.304872877456431,6.30752879278651
-5.320261561088962,6.231486214685882
-5.332668760542921,6.153834977224978
-5.342634583730378,6.076014049714971
-5.3506991385633995,5.999462401467028
-5.35740253295406,5.925619001792324
-5.363284874814427,5.855922820002032
-5.368886272056573,5.791812825407327
-5.374688893469591,5.734449117918171
-5.380751578064626,5.682954249832026
-5.386945318745248,5.635546642889171
-5.393140262138237,5.590440645576965
-5.399206554870371,5.545850606382768
-5.4050143435684275,5.499990873793934
-5.410433774859186,5.45107579629782
-5.415334995369426,5.397319722381782
-5.419588151725924,5.336937000533181
-5.423076340086686,5.268527421773918
-5.425754243275872,5.192821552793493
-5.42760114449751,5.111282190089593
-5.428596349332412,5.025372796204602
-5.428719163361395,4.936556833680909
-5.427948892165274,4.8462977650608945
-5.426264841324867,4.75605905288695
-5.423646316420985,4.667304159701457
-5.4200726230344465,4.581496548046799
-5.415559908040832,4.499761857273089
-5.410279794890535,4.421800054989994
-5.404444914412082,4.346935083928718
-5.3982678976554315,4.274490884789971
-5.391961375670542,4.203791398274467
-5.385737979507375,4.134160565082913
-5.379810340215892,4.064922325916028
-5.374391088846048,3.995400621474514
-5.369692844638648,3.924919483130648
-5.3658884181600275,3.853108596079419
-5.363021959190915,3.780585512142513
-5.361111672790059,3.7081669885549915
-5.360175764016208,3.6366697825519263
-5.360232437928111,3.5669106513683846
-5.361299899584516,3.4997063522394316
-5.363396354044169,3.435873642400137
-5.36654000636582,3.376229279085568
-5.370748558166833,3.3215888353200733
-5.37585207107108,3.2723265114119564
-5.381212775681049,3.2277160607726825
-5.386121203292086,3.1868625834400732
-5.389867885199537,3.148871179451952
-5.39174335269875,3.1128469488461445
-5.391038137085069,3.077894991660474
-5.38704276965384,3.043120407932762
-5.37904778170041,3.0076282977008346
-5.366346269712693,2.9705266611016232
-5.348541718479396,2.931274410264171
-5.325840433042828,2.8900119806079805
-5.298517978644648,2.8469581102284818
-5.266849920526515,2.802331537221106
-5.231111823930091,2.756350999681279
-5.191579254097033,2.709235235704433
-5.148527776269001,2.6612029833859965
-5.102232955687655,2.612472980821399
-5.052974287326122,2.5632681923409817
-5.0012572523581476,2.514054619433891
-4.947932090123614,2.4656690342157197
-4.893878060619643,2.41897941910633
-4.839974423843352,2.3748537565255803
-4.787100439791863,2.334160028893335
-4.7361353684622935,2.2977662186294547
-4.687958469851767,2.2665403081538
-4.643449003957398,2.241350279886229
-4.603458315548349,2.223037686347061
-4.567915512973721,2.2115709144864133
-4.535638264950827,2.2058660496983973
-4.505378070767734,2.2047765287263448
-4.4758864297125145,2.207155788313593
-4.445914841073235,2.211857265203474
-4.414214804137965,2.217734396139322
-4.379537818194775,2.22364061786447
-4.340635382531734,2.228429367122254
