x,y
1.38,-5.249999999999999
1.377234445507483,-5.26085308090438
1.3692640992070917,-5.291430987340491
1.3565784368645692,-5.338761714892786
1.339666934245657,-5.399873259145715
1.3190190671160966,-5.471793615683733
1.295124311241631,-5.551550780091293
1.2684721423880019,-5.636172747952846
1.2395520363209505,-5.722687514852845
1.208832551367096,-5.808256058050054
1.176553220517392,-5.891495373028773
1.1428122668223084,-5.971920826836454
1.107705831634206,-6.0490610208221955
1.0713300563054515,-6.1224445563350995
1.0337810821884084,-6.191600034724264
0.9951550506354403,-6.2560560573387916
0.9555481029989146,-6.3153412255277805
0.9150526944213979,-6.368997929944012
0.8735851479010011,-6.417227433025469
0.8308119411735015,-6.461165613628504
0.7863805559468995,-6.502019410589884
0.7399384739291897,-6.5409957627463795
0.6911331768283695,-6.5793016089347605
0.6396121463524391,-6.618143887991795
0.5850228642093933,-6.658729538754251
0.527012825094821,-6.702265438482211
0.46534974982903865,-6.749388449017008
0.4002154425784523,-6.798772182594725
0.33188078939231414,-6.848667896935169
0.2606166763198763,-6.897326849758146
0.18669398941039095,-6.943000298783463
0.11038361471311298,-6.983939501730928
0.03195643827729189,-7.018395716320347
-0.04831665384781658,-7.044620200271527
-0.13012779309140932,-7.06115391809626
-0.21282868274286404,-7.069204616887427
-0.29558755833061046,-7.071417259325804
-0.37757087711006765,-7.070450738396214
-0.4579450963366516,-7.068963947083478
-0.5358766732657809,-7.069615778372421
-0.6105320651528712,-7.075065125247867
-0.6810777292533392,-7.0879708806946375
-0.7466896224800803,-7.1109407657950765
-0.8068790776535653,-7.144775928786434
-0.8615744245588819,-7.1880312760747636
-0.910730060041236,-7.239121298365723
-0.9543003809458344,-7.296460486364968
-0.9922397841178823,-7.35846333077815
-1.0245026664025874,-7.42354432231093
-1.051043424645154,-7.490117951668958
-1.0718164587762482,-7.556598979223445
-1.0867802631302217,-7.621760011531444
-1.095905498005048,-7.685436946416637
-1.0991650729980948,-7.747662267889197
-1.0965318977067273,-7.808468459959305
-1.087978881728307,-7.867888006637136
-1.0734789346601996,-7.925953391932871
-1.05300496609977,-7.9826970998566855
-1.0265298856443823,-8.038151614418757
-0.9940828866576101,-8.092338085666006
-0.9561321387989441,-8.145189266198901
-0.9133519386953322,-8.19659640045965
-0.866417773995305,-8.246450493052293
-0.816005132347394,-8.294642548580875
-0.7627895014001336,-8.341063571649439
-0.7074463688020556,-8.385604566862028
-0.6506512222016934,-8.428156538822686
-0.5930669686271122,-8.468610339184327
-0.5350162881808767,-8.50685268323056
-0.4764507143226897,-8.542765773963724
-0.4173030012770407,-8.576231586074272
-0.357505903268418,-8.607132094252652
-0.29699217452130977,-8.635349273189318
-0.23569456926020482,-8.660765097574721
-0.17354584170959253,-8.683261542099311
-0.11047884861752433,-8.702720681353012
-0.0464722367930781,-8.71906920798972
0.018377630918356758,-8.732348517756547
0.08395573618006935,-8.74261818440445
0.15014706065535055,-8.74993778168438
0.21683658600749212,-8.754366883347295
0.28390929389978403,-8.755965063144146
0.3512501659955163,-8.754791894825889
0.41874418395797885,-8.750906952143477
0.4862750102977671,-8.744402764040572
0.5537175377983461,-8.73559094558194
0.620943081701065,-8.72487248631497
0.6878229466940553,-8.71264863942859
0.7542284374654473,-8.699320658111727
0.820030858703368,-8.685289795553313
0.8851015150959505,-8.670957304942275
0.9493117113313208,-8.656724439467542
1.0125381993454772,-8.64296894147395
1.0747737316174453,-8.629567883840092
1.136122125349436,-8.615918973450036
1.196691657242444,-8.6014006695635
1.2565906039974601,-8.585391431440213
1.3159272423154844,-8.567269718339897
1.374809848897507,-8.546413989522277
1.433346700444523,-8.52220270424708
1.4916455234066026,-8.494015844283178
1.549697391037899,-8.461556163339349
1.6072331079054507,-8.425246561952546
1.6639482625171516,-8.385607381245348
1.7195384433808956,-8.343158962340341
1.7736992390045785,-8.298421646360104
1.8261262378960916,-8.251915774427223
1.8765150285633316,-8.204161687664277
1.9245611995141907,-8.15567972719385
1.9700628366916364,-8.10688258330428
2.0134014284380015,-8.05757021139014
2.055164584992105,-8.007326081486173
2.095940152738182,-7.955733415608724
2.136315978060467,-7.902375435774126
2.1768799073431895,-7.846835363998723
2.218219786970585,-7.788696422298853
2.2609234633268844,-7.727541832690855
2.305530508790655,-7.662986418878157
2.3517534508939812,-7.595186414212847
2.3986099485740686,-7.5247529349513815
2.4450960735524863,-7.452311229022623
2.490207897550798,-7.378486544355434
2.5329414922905746,-7.3039041288786795
2.5722929294933836,-7.229189230521218
2.607258280880794,-7.154967097211917
2.63683972677717,-7.081859995387418
2.6607785884456625,-7.0101294309262
2.6802517088073845,-6.939336259035898
2.696600863059044,-6.868960834634313
2.7111678263973564,-6.798483512639245
2.7252943740190236,-6.727384647968494
2.7403222811207604,-6.655144595539857
2.7575933228992744,-6.581243710271137
2.778449274551275,-6.505162347080131
2.8038828730634044,-6.426577541942393
2.8331807149297195,-6.346127731353753
2.865108892141511,-6.264744653154182
2.8984333694895517,-6.183360116860422
2.931920111764616,-6.102905931989216
2.964335083757484,-6.024313908057309
2.9944442502589235,-5.948515854581437
3.021013576059712,-5.87644358107835
3.0428958234006336,-5.808948645243411
3.0601604935932407,-5.74575762325983
3.0737734888582358,-5.685768290399818
3.084721560419829,-5.6278591452113975
3.0939914595022247,-5.570908686242584
3.1025699373296325,-5.513795412041397
3.1114437451262598,-5.455397821155853
3.121599634116312,-5.394594412133972
3.1340170941917913,-5.330270643045772
3.149113803282571,-5.261850432755847
3.166355129046666,-5.189670428550821
3.1851141933292615,-5.114155689422699
3.2047641179755404,-5.03573127436348
3.224678024830685,-4.95482224236517
3.2442290357398784,-4.871853652419773
3.262790272548303,-4.787250563519292
3.2797348571011478,-4.70143803465573
3.2946109578227993,-4.614847345183413
3.3077028347186364,-4.52793593181636
3.3194882025650125,-4.441168105774647
3.330444776990597,-4.355008178308636
3.3410502736240524,-4.269920460668686
3.3517824080940493,-4.186369264105161
3.36311889602925,-4.104818899868421
3.375537453058323,-4.0257336792088285
3.3894545514960885,-3.9495195407054275
3.404574710133951,-3.875903840633164
3.4201431229094883,-3.8041761402320997
3.435397328346048,-3.7336187041583724
3.449574864966978,-3.6635137970681244
3.4619132712956278,-3.5931436836174955
3.4716500858553463,-3.521790628462629
